NAME,LATITUDE,LONGITUDE,AMOUNT
CLAFLIN UNIVERSITY,33.49762369,-80.85399691,0
CLAREMONT GRADUATE UNIVERSITY,34.10358531,-117.7137029,0
CLAREMONT LINCOLN UNIVERSITY,34.09425,-117.718051,0
CLAREMONT MCKENNA COLLEGE,34.10199541,-117.7064143,0
CLAREMONT SCHOOL OF THEOLOGY,34.10760179,-117.7152565,0
CLAREMORE BEAUTY COLLEGE,36.31261818,-95.61281372,0
CLARENDON COLLEGE,34.945076,-100.904577,0
CLARION COUNTY CAREER CENTER PRACTICAL NURSING PROGRAM,41.23352479,-79.42559304,0
CLARION UNIVERSITY OF PENNSYLVANIA,41.2090095,-79.3768875,0
CLARK ATLANTA UNIVERSITY,33.74843888,-84.41386496,0
CLARK COLLEGE,45.63428676,-122.652291,0
CLARK STATE COMMUNITY COLLEGE,39.89641116,-83.7997881,0
CLARK UNIVERSITY,42.25077832,-71.82363168,0
CLARKE UNIVERSITY,42.50877642,-90.69177591,0
CLARKS SUMMIT UNIVERSITY,41.49619674,-75.68423383,0
CLARKSBURG BEAUTY ACADEMY AND SCHOOL OF MASSAGE THERAPY,39.27987533,-80.33905403,0
CLARKSON COLLEGE,41.25916492,-95.97484423,0
CLARKSON UNIVERSITY,44.663761,-74.999947,0
CLARY SAGE COLLEGE,36.11705759,-95.90383492,0
CLATSOP COMMUNITY COLLEGE,46.18391111,-123.8244622,0
CLAYTON  STATE UNIVERSITY,33.59407898,-84.32817427,0
CLEAR CREEK BAPTIST BIBLE COLLEGE,36.72523599,-83.72770152,0
CLEARFIELD COUNTY CAREER AND TECHNOLOGY CENTER,41.03057184,-78.41867902,0
CLEARY UNIVERSITY,42.587486,-83.880429,0
CLEMSON UNIVERSITY,34.677329,-82.834463,0
CLEVELAND CLINIC HEALTH SYSTEM-SCHOOL OF DIAGNOSTIC IMAGING,41.59628662,-81.5491765,0
CLEVELAND COMMUNITY COLLEGE,35.27983338,-81.49285552,0
CLEVELAND INSTITUTE OF ART,41.50903765,-81.60963937,0
CLEVELAND INSTITUTE OF DENTAL-MEDICAL ASSISTANTS-CLEVELAND,41.50040169,-81.67134057,0
CLEVELAND INSTITUTE OF DENTAL-MEDICAL ASSISTANTS-LYNDHURST,41.51963652,-81.47857306,0
CLEVELAND INSTITUTE OF DENTAL-MEDICAL ASSISTANTS-MENTOR,41.71472125,-81.34162584,0
CLEVELAND INSTITUTE OF MUSIC,41.51244395,-81.608878,0
CLEVELAND STATE COMMUNITY COLLEGE,35.20077994,-84.87913997,0
CLEVELAND STATE UNIVERSITY,41.50228136,-81.67435526,0
CLEVELAND UNIVERSITY-KANSAS CITY,38.93201901,-94.67907583,0
CLINTON COLLEGE,34.91372059,-81.04346938,0
CLINTON COMMUNITY COLLEGE,44.64810466,-73.44206052,0
CLINTON ESSEX WARREN WASHINGTON BOCES,44.69319899,-73.51762845,0
CLINTON TECHNICAL SCHOOL,38.36378727,-93.76870012,0
CLOUD COUNTY COMMUNITY COLLEGE,39.55419897,-97.66414736,0
CLOVER PARK TECHNICAL COLLEGE,47.17608355,-122.4978732,0
CLOVIS ADULT EDUCATION,36.8344634,-119.6899068,0
CLOVIS COMMUNITY COLLEGE,34.40248287,-103.1658863,0
CLOVIS COMMUNITY COLLEGE-FRESNO,36.88686,-119.731261,0
CLOYD'S BARBER SCHOOL 2 INC,32.48432051,-92.09177264,0
CLOYD'S BEAUTY SCHOOL 1 INC,32.49997623,-92.12650639,0
CLOYD'S BEAUTY SCHOOL 3 INC,32.53270758,-92.08091843,0
COACHELLA VALLEY BEAUTY COLLEGE,33.70819332,-116.2782544,0
COACHELLA VALLEY BEAUTY COLLEGE-BEAUMONT,33.92976198,-116.9483357,0
COAHOMA COMMUNITY COLLEGE,34.25562552,-90.57030396,0
COAST COMMUNITY COLLEGE DISTRICT OFFICE,33.66941853,-117.9112589,0
COASTAL ALABAMA COMMUNITY COLLEGE,30.85204515,-87.7797585,0
COASTAL BEND COLLEGE,28.435756,-97.75632,0
COASTAL CAROLINA COMMUNITY COLLEGE,34.77168735,-77.38478476,0
COASTAL CAROLINA UNIVERSITY,33.797685,-79.013028,0
COASTAL PINES TECHNICAL COLLEGE,31.21316695,-82.38309869,0
COASTLINE BEAUTY COLLEGE,33.72857082,-117.9214982,0
COASTLINE COMMUNITY COLLEGE,33.7156715,-117.9292596,0
COBA ACADEMY,33.841161,-117.943055,0
COBB BEAUTY COLLEGE INC,34.02901674,-84.60880779,0
COCHISE COUNTY COMMUNITY COLLEGE DISTRICT,31.563513,-110.247526,0
COCHRAN SCHOOL OF NURSING,40.968797,-73.88629,0
COCONINO COMMUNITY COLLEGE,35.17132754,-111.6456315,0
COE COLLEGE,41.98764637,-91.65740457,0
COFFEYVILLE COMMUNITY COLLEGE,37.03381406,-95.62137363,0
COGSWELL COLLEGE,37.413965,-121.941006,0
COKER COLLEGE,34.37686057,-80.0678773,0
COLBY COLLEGE,44.56421114,-69.6633703,0
COLBY COMMUNITY COLLEGE,39.37812665,-101.0513551,0
COLBY-SAWYER COLLEGE,43.4116634,-71.97580542,0
COLEGIO DE CINEMATOGRAF̍A ARTES Y TELEVISION,18.399559,-66.155496,0
COLEGIO EDUCATIVO TECNOLOGICO INDUSTRIAL INC,18.467868,-66.724485,0
COLEGIO MAYOR DE TECNOLOGIA INC,17.96334136,-66.06303927,0
COLEGIO TECNICO DE ELECTRICIDAD GALLOZA,18.350821,-67.160809,0
COLEGIO TECNOLOGICO Y COMERCIAL DE PUERTO RICO,18.378655,-67.18411,0
COLEGIO UNIVERSITARIO DE SAN JUAN,18.42852797,-66.06652882,0
COLEMAN UNIVERSITY,32.82196217,-117.1364926,0
COLGATE ROCHESTER CROZER DIVINITY SCHOOL,43.13186721,-77.5986007,0
COLGATE UNIVERSITY,42.8181753,-75.5352177,0
COLLECTIV ACADEMY,40.61823935,-111.865553,0
COLLEEN O'HARAS BEAUTY ACADEMY,33.748189,-117.868136,0
COLLEGE FOR CREATIVE STUDIES,42.36183911,-83.06235206,0
COLLEGE OF ALAMEDA,37.78156911,-122.2791891,0
COLLEGE OF BIBLICAL STUDIES-HOUSTON,29.7166809,-95.50656584,0
COLLEGE OF BUSINESS AND TECHNOLOGY-CUTLER BAY,25.58955318,-80.35747686,0
COLLEGE OF BUSINESS AND TECHNOLOGY-FLAGLER,25.76905227,-80.3291611,0
COLLEGE OF BUSINESS AND TECHNOLOGY-HIALEAH,25.86700308,-80.30221329,0
COLLEGE OF BUSINESS AND TECHNOLOGY-MAIN CAMPUS,25.768518,-80.337493,0
COLLEGE OF BUSINESS AND TECHNOLOGY-MIAMI GARDENS,25.92462733,-80.28455582,0
COLLEGE OF CENTRAL FLORIDA,29.16607879,-82.17569228,0
COLLEGE OF CHARLESTON,32.78303444,-79.93688322,0
COLLEGE OF COASTAL GEORGIA,31.18383164,-81.48422075,0
COLLEGE OF COSMETOLOGY,42.22485718,-121.7653772,0
COLLEGE OF COURT REPORTING INC,41.467574,-87.066331,0
COLLEGE OF DUPAGE,41.84157685,-88.07163479,0
COLLEGE OF EASTERN IDAHO,43.48595193,-111.985478,0
COLLEGE OF HAIR DESIGN CAREERS,44.949897,-122.981554,0
COLLEGE OF HAIR DESIGN-DOWNTOWN,40.81107616,-96.7051681,0
COLLEGE OF HAIR DESIGN-EAST CAMPUS,40.73454315,-96.59735827,0
COLLEGE OF INTERNATIONAL ESTHETICS INC,39.79058361,-105.0759426,0
COLLEGE OF LAKE COUNTY,42.35588101,-88.01239211,0
COLLEGE OF MARIN,37.95407974,-122.549067,0
COLLEGE OF MASSAGE THERAPY,43.19301533,-112.3470029,0
COLLEGE OF MENOMINEE NATION,44.858914,-88.627005,0
COLLEGE OF MOUNT SAINT VINCENT,40.91281445,-73.9063491,0
COLLEGE OF OUR LADY OF THE ELMS,42.14178993,-72.60154096,0
COLLEGE OF SAINT BENEDICT,45.55860882,-94.31902,0
COLLEGE OF SAINT ELIZABETH,40.78090475,-74.43751499,0
COLLEGE OF SAINT MARY,41.24002207,-96.02142303,0
COLLEGE OF SAN MATEO,37.53429465,-122.3352928,0
COLLEGE OF SOUTHERN IDAHO,42.58283606,-114.4731304,0
COLLEGE OF SOUTHERN MARYLAND,38.55964753,-77.00932792,0
COLLEGE OF SOUTHERN NEVADA,36.15844274,-115.2337841,0
COLLEGE OF ST JOSEPH,43.60052554,-73.00130055,0
COLLEGE OF STATEN ISLAND CUNY,40.60394885,-74.14870105,0
COLLEGE OF THE ALBEMARLE,36.32488526,-76.21976485,0
COLLEGE OF THE ATLANTIC,44.39524793,-68.22151217,0
COLLEGE OF THE CANYONS,34.40312099,-118.5695237,0
COLLEGE OF THE DESERT,33.732484,-116.38761,0
COLLEGE OF THE HOLY CROSS,42.23894237,-71.8086266,0
COLLEGE OF THE MAINLAND,29.39580988,-94.99960228,0
COLLEGE OF THE MUSCOGEE NATION,35.635288,-95.936439,0
COLLEGE OF THE OUACHITAS,34.378745,-92.821416,0
COLLEGE OF THE OZARKS,36.61666381,-93.23952062,0
COLLEGE OF THE REDWOODS,40.696744,-124.195075,0
COLLEGE OF THE SEQUOIAS,36.3229568,-119.3147752,0
COLLEGE OF THE SISKIYOUS,41.41384751,-122.3891657,0
COLLEGE OF WESTERN IDAHO,43.61410606,-116.5073141,0
COLLEGE OF WILLIAM AND MARY,37.273294,-76.719631,0
COLLEGE OF WILMINGTON,34.212064,-77.905882,0
COLLEGEAMERICA-CHEYENNE,41.17581785,-104.8278684,0
COLLEGEAMERICA-COLORADO SPRINGS,38.862312,-104.758069,0
COLLEGEAMERICA-DENVER,39.69157119,-104.9411797,0
COLLEGEAMERICA-FLAGSTAFF,35.19444459,-111.6577219,0
COLLEGEAMERICA-FORT COLLINS,40.523124,-105.080277,0
COLLEGEAMERICA-PHOENIX,33.5746293,-112.1179488,0
COLLIN COUNTY COMMUNITY COLLEGE DISTRICT,33.162478,-96.638472,0
COLORADO ACADEMY OF VETERINARY TECHNOLOGY,38.794277,-104.790429,0
COLORADO CHRISTIAN UNIVERSITY,39.71385694,-105.0953423,0
COLORADO COLLEGE,38.84885428,-104.8226781,0
COLORADO HEIGHTS UNIVERSITY,39.66157826,-105.027584,0
COLORADO MEDIA SCHOOL,39.708993,-105.077923,0
COLORADO MESA UNIVERSITY,39.07784237,-108.5535178,0
COLORADO MOUNTAIN COLLEGE,39.546376,-107.324418,0
COLORADO NORTHWESTERN COMMUNITY COLLEGE,40.08025997,-108.7900201,0
COLORADO SCHOOL OF HEALING ARTS,39.69704577,-105.0823968,0
COLORADO SCHOOL OF MINES,39.74909154,-105.2229073,0
COLORADO SCHOOL OF TRADES,39.74180958,-105.1041736,0
COLORADO SCHOOL OF TRADITIONAL CHINESE MEDICINE,39.7394374,-104.9601179,0
COLORADO STATE UNIVERSITY-FORT COLLINS,39.744721,-104.988756,0
COLORADO STATE UNIVERSITY-GLOBAL CAMPUS,39.60886674,-104.8980428,0
COLORADO STATE UNIVERSITY-PUEBLO,38.30921943,-104.5798459,0
COLORADO STATE UNIVERSITY-SYSTEM OFFICE,39.7445128,-104.9887322,0
COLORADO TECHNICAL UNIVERSITY-COLORADO SPRINGS,38.89426548,-104.8339281,0
COLTON-REDLANDS-YUCAIPA REGIONAL OCCUPATIONAL PROGRAM,34.06829,-117.2049592,0
COLUMBIA ACADEMY OF COSMETOLOGY,33.99756955,-81.08015918,0
COLUMBIA AREA CAREER CENTER,38.90370537,-92.33668997,0
COLUMBIA BASIN COLLEGE,46.25143641,-119.1185168,0
COLUMBIA CENTRAL UNIVERSITY-CAGUAS,18.223284,-66.022566,0
COLUMBIA CENTRAL UNIVERSITY-YAUCO,18.03625749,-66.84926388,0
COLUMBIA COLLEGE CHICAGO,41.87444189,-87.62476158,0
COLUMBIA COLLEGE HOLLYWOOD,34.17972018,-118.5387928,0
COLUMBIA COLLEGE OF NURSING,43.09731072,-87.9182803,0
COLUMBIA COLLEGE-CENTREVILLE,38.83748624,-77.43388431,0
COLUMBIA COLLEGE-COLUMBIA,34.04526472,-81.03121874,0
COLUMBIA COLLEGE-SONORA,38.03036065,-120.3876033,0
COLUMBIA COLLEGE-VIENNA,38.928425,-77.249152,0
COLUMBIA GORGE COMMUNITY COLLEGE,45.5907235,-121.1901971,0
COLUMBIA INSTITUTE,39.05603205,-77.08081763,0
COLUMBIA INTERNATIONAL UNIVERSITY,34.07614213,-81.07395849,0
COLUMBIA SOUTHERN UNIVERSITY,30.329288,-87.653162,0
COLUMBIA STATE COMMUNITY COLLEGE,35.61675746,-87.10191656,0
COLUMBIA THEOLOGICAL SEMINARY,33.76429187,-84.28169478,0
COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,40.80828575,-73.96188511,0
COLUMBIA-GREENE COMMUNITY COLLEGE,42.21759505,-73.8182113,0
COLUMBIANA COUNTY CAREER AND TECHNICAL CENTER,40.76772886,-80.74814621,0
COLUMBUS COLLEGE OF ART AND DESIGN,39.9647293,-82.98987058,0
COLUMBUS STATE COMMUNITY COLLEGE,39.96997635,-82.98765394,0
COLUMBUS STATE UNIVERSITY,32.50155558,-84.94079638,0
COLUMBUS TECHNICAL COLLEGE,32.50807627,-84.97855116,0
COMMONWEALTH INSTITUTE OF FUNERAL SERVICE,29.98954991,-95.43015961,0
COMMONWEALTH TECHNICAL INSTITUTE,40.30169112,-78.94700388,0
COMMUNITY CARE COLLEGE,36.10161501,-95.90517824,0
COMMUNITY CHRISTIAN COLLEGE,34.082673,-117.139951,0
COMMUNITY COLLEGE OF ALLEGHENY COUNTY,40.44936795,-80.0139369,0
COMMUNITY COLLEGE OF AURORA,39.71747202,-104.8019657,0
COMMUNITY COLLEGE OF BALTIMORE COUNTY,39.35264721,-76.48210959,0
COMMUNITY COLLEGE OF BEAVER COUNTY,40.65482489,-80.30527217,0
COMMUNITY COLLEGE OF DENVER,39.74094752,-105.002286,0
COMMUNITY COLLEGE OF PHILADELPHIA,39.96202796,-75.16578982,0
COMMUNITY COLLEGE OF RHODE ISLAND,41.71281702,-71.48150875,0
COMMUNITY COLLEGE OF VERMONT,44.280796,-72.573837,0
COMMUNITY SERVICES DIVISION-ALLIANCE CITY,40.91142017,-81.11131032,0
COMMUNITY TECHNOLOGICAL INSTITUTE OF MIAMI,25.76517618,-80.23332311,0
COMMUNITY TECHNOLOGY LEARNING CENTER OF PORTAGE,41.15606259,-81.24110564,0
COMPASS CAREER COLLEGE,30.476713,-90.479708,0
COMPASS COLLEGE OF CINEMATIC ARTS,42.961895,-85.667072,0
COMPU-MED VOCATIONAL CAREERS CORP,25.8484461,-80.30691544,0
COMPUTER TUTOR BUSINESS AND TECHNICAL INSTITUTE,37.70215351,-121.0715467,0
CONCEPTION SEMINARY COLLEGE,40.24043965,-94.68283087,0
CONCORD UNIVERSITY,37.42517666,-81.00570302,0
CONCORDE CAREER COLLEGE-AURORA,39.71869934,-104.8670887,0
CONCORDE CAREER COLLEGE-DALLAS,32.91846143,-96.74173531,0
CONCORDE CAREER COLLEGE-GARDEN GROVE,33.7747411,-117.9383949,0
CONCORDE CAREER COLLEGE-GRAND PRAIRIE,32.67536975,-97.05496553,0
CONCORDE CAREER COLLEGE-KANSAS CITY,39.06799042,-94.58981881,0
CONCORDE CAREER COLLEGE-MEMPHIS,35.11219137,-89.89209335,0
CONCORDE CAREER COLLEGE-NORTH HOLLYWOOD,34.18640712,-118.4036266,0
CONCORDE CAREER COLLEGE-PORTLAND,45.52773155,-122.6512968,0
CONCORDE CAREER COLLEGE-SAN ANTONIO,29.49005509,-98.58236882,0
CONCORDE CAREER COLLEGE-SAN BERNARDINO,34.06682286,-117.2839949,0
CONCORDE CAREER COLLEGE-SAN DIEGO,32.70277684,-117.1028979,0
CONCORDE CAREER COLLEGE-SOUTHAVEN,34.97617904,-89.98885354,0
CONCORDE CAREER INSTITUTE-JACKSONVILLE,30.23885114,-81.58170286,0
CONCORDE CAREER INSTITUTE-MIRAMAR,25.97704937,-80.29143325,0
CONCORDE CAREER INSTITUTE-ORLANDO,28.55985587,-81.34046787,0
CONCORDE CAREER INSTITUTE-TAMPA,27.95905848,-82.51508222,0
CONCORDIA COLLEGE ALABAMA,32.42533756,-87.01720951,0
CONCORDIA COLLEGE AT MOORHEAD,46.86549588,-96.77070678,0
CONCORDIA COLLEGE-NEW YORK,40.94252963,-73.82212019,0
CONCORDIA SEMINARY,38.63816034,-90.31204058,0
CONCORDIA THEOLOGICAL SEMINARY,41.13932081,-85.10993972,0
CONCORDIA UNIVERSITY-ANN ARBOR,42.27416023,-83.68244783,0
CONCORDIA UNIVERSITY-CHICAGO,41.89857442,-87.81000926,0
CONCORDIA UNIVERSITY-IRVINE,33.65409535,-117.8105826,0
CONCORDIA UNIVERSITY-NEBRASKA,40.91485349,-97.08905352,0
CONCORDIA UNIVERSITY-PORTLAND,45.56931184,-122.6376457,0
CONCORDIA UNIVERSITY-SAINT PAUL,44.94975891,-93.15486144,0
CONCORDIA UNIVERSITY-TEXAS,30.42095247,-97.8362475,0
CONCORDIA UNIVERSITY-WISCONSIN,43.25421651,-87.91662827,0
CONLEE'S COLLEGE OF COSMETOLOGY,30.05485212,-99.15003642,0
CONNECTICUT CENTER FOR MASSAGE THERAPY-GROTON,41.34707409,-72.04263792,0
CONNECTICUT CENTER FOR MASSAGE THERAPY-NEWINGTON,41.68507248,-72.71070478,0
CONNECTICUT CENTER FOR MASSAGE THERAPY-WESTPORT,41.133507,-73.3678351,0
CONNECTICUT COLLEGE,41.37983321,-72.10732096,0
CONNORS STATE COLLEGE,35.49287251,-95.31954107,0
CONSERVATORY OF RECORDING ARTS AND SCIENCES,33.40800206,-111.8896101,0
CONSOLIDATED SCHOOL OF BUSINESS-LANCASTER,40.04257876,-76.36050287,0
CONSOLIDATED SCHOOL OF BUSINESS-YORK,39.98501128,-76.75793989,0
CONSTRUCTION TRAINING CENTER,33.96873,-80.948961,0
CONTINENTAL ACADEMIE OF HAIR DESIGN-HUDSON,42.77684969,-71.44512548,0
CONTINENTAL SCHOOL OF BEAUTY CULTURE-BATAVIA,42.99735059,-78.18009874,0
CONTINENTAL SCHOOL OF BEAUTY CULTURE-BUFFALO,42.95793216,-78.82999287,0
CONTINENTAL SCHOOL OF BEAUTY CULTURE-MATTYDALE,43.10613432,-76.14850039,0
CONTINENTAL SCHOOL OF BEAUTY CULTURE-OLEAN,42.08448667,-78.42815782,0
CONTINENTAL SCHOOL OF BEAUTY CULTURE-ROCHESTER,43.08637572,-77.62615317,0
CONTINENTAL SCHOOL OF BEAUTY CULTURE-WEST SENECA,42.82894607,-78.75476551,0
CONTRA COSTA COLLEGE,37.97100246,-122.3389953,0
CONTRA COSTA COMMUNITY COLLEGE DISTRICT OFFICE,38.01894276,-122.1347738,0
CONVERSE COLLEGE,34.95553435,-81.91788058,0
CONWAY SCHOOL OF LANDSCAPE DESIGN,42.31390502,-72.64874293,0
COOPER UNION FOR THE ADVANCEMENT OF SCIENCE AND ART,40.72937982,-73.99051616,0
COPIAH-LINCOLN COMMUNITY COLLEGE,31.69005967,-90.39913308,0
COPPER MOUNTAIN COMMUNITY COLLEGE,34.14046389,-116.2139392,0
COPPIN STATE UNIVERSITY,39.31107136,-76.65860461,0
CORBAN UNIVERSITY,44.88407957,-122.9584129,0
CORINTH ACADEMY OF COSMETOLOGY,34.93403627,-88.52054592,0
CORNELL COLLEGE,41.925982,-91.425435,0
CORNELL UNIVERSITY,42.448713,-76.476535,0
CORNERSTONE UNIVERSITY,42.97996639,-85.59532848,0
CORNING COMMUNITY COLLEGE,42.11724039,-77.07370787,0
CORNISH COLLEGE OF THE ARTS,47.61804776,-122.336192,0
CORTIVA INSTITUTE-CHICAGO,41.88243056,-87.62738287,0
CORTIVA INSTITUTE-FEDERAL WAY,47.32060677,-122.3077304,0
CORTIVA INSTITUTE-FLORIDA,27.79350731,-82.68002937,0
CORTIVA INSTITUTE-FLORIDA-TEXAS CENTER FOR MASSAGE THERAPY,32.67718051,-97.11915768,0
CORTIVA INSTITUTE-NEW JERSEY,40.15056854,-74.0971747,0
CORTIVA INSTITUTE-PENNSYLVANIA SCHOOL OF MUSCLE THERAPY,40.0806299,-75.37835613,0
CORTIVA INSTITUTE-SCOTTSDALE,33.46655426,-111.9084329,0
CORTIVA INSTITUTE-SEATTLE,47.6227869,-122.3320425,0
CORTIVA INSTITUTE-TUCSON,32.21900995,-110.8567851,0
COSMETIC ARTS INSTITUTE,32.89577357,-80.63901056,0
COSMETOLOGY & SPA ACADEMY,42.24918008,-88.29408656,0
COSMETOLOGY ACADEMY OF TEXARKANA,33.45709598,-94.13258283,0
COSMETOLOGY CAREER CENTER LLC,32.97332768,-96.84352552,0
COSMETOLOGY CAREERS UNLIMITED COLLEGE OF HAIR SKIN AND NAILS-DULUTH,46.78549765,-92.10042691,0
COSMETOLOGY CAREERS UNLIMITED COLLEGE OF HAIR SKIN AND NAILS-HIBBING,47.41988957,-92.92351659,0
COSMETOLOGY COLLEGE OF FRANKLIN COUNTY,38.34411955,-90.98160243,0
COSMETOLOGY SCHOOL OF ARTS AND SCIENCE LLC,42.54693845,-113.792788,0
COSMETOLOGY TRAINING CENTER,30.180939,-92.073238,0
COSMIX SCHOOL OF MAKEUP ARTISTRY,26.170271,-80.146062,0
COSMO BEAUTY ACADEMY,38.62883,-121.401027,0
COSMO FACTORY COSMETOLOGY ACADEMY,36.96799025,-122.0239111,0
COSMOPOLITAN BEAUTY AND TECH SCHOOL,38.83227037,-77.18870375,0
COSMOTECH SCHOOL OF COSMETOLOGY,43.67598,-70.369991,0
COSSATOT COMMUNITY COLLEGE OF THE UNIVERSITY OF ARKANSAS,34.04338888,-94.36729979,0
COSUMNES RIVER COLLEGE,38.4535796,-121.4225862,0
COTTEY COLLEGE,37.83705051,-94.37091149,0
COUNTY COLLEGE OF MORRIS,40.85866281,-74.57872253,0
COURT REPORTING INSTITUTE OF ST LOUIS,38.64835,-90.335801,0
COVENANT COLLEGE,34.96332719,-85.37495978,0
COVENANT SCHOOL OF NURSING AND ALLIED HEALTH,33.57570374,-101.9470991,0
COVENANT THEOLOGICAL SEMINARY,38.64306561,-90.45132304,0
COWLEY COUNTY COMMUNITY COLLEGE,37.06163265,-97.04200775,0
COX COLLEGE,37.22511573,-93.29023271,0
COYNE COLLEGE,41.88255833,-87.62716675,0
COZMO BEAUTY SCHOOL,26.33042572,-81.78080718,0
CRAFTON HILLS COLLEGE,34.03874868,-117.1003977,0
CRANBROOK ACADEMY OF ART,42.56871603,-83.25123992,0
CRAVE BEAUTY ACADEMY,37.68437425,-97.38737392,0
CRAVEN COMMUNITY COLLEGE,35.11151599,-77.10223192,0
CRAWFORD COUNTY CAREER AND TECHNICAL CENTER PRACTICAL NURSING PROGRAM,41.63367467,-80.12616686,0
CREATIVE HAIR SCHOOL OF COSMETOLOGY,43.059254,-83.735143,0
CREATIVE IMAGES INSTITUTE OF COSMETOLOGY-NORTH DAYTON,39.85599165,-84.18840728,0
CREATIVE IMAGES INSTITUTE OF COSMETOLOGY-SOUTH DAYTON,39.62701902,-84.17417907,0
CREATIVE TOUCH COSMETOLOGY SCHOOL,38.33522742,-90.14621761,0
CREDENCE INSTITUTE OF BEAUTY,33.1341282,-91.95980974,0
CREIGHTON UNIVERSITY,41.26535402,-95.94779995,0
CRESCENT CITY BARTENDING SCHOOL,29.96687921,-90.08654638,0
CREVIER'S ACADEMY OF COSMETOLOGY ARTS,48.19701991,-114.3158991,0
CRISWELL COLLEGE,32.79351252,-96.77669017,0
CROSSROADS BIBLE COLLEGE,39.77966156,-86.03996074,0
CROWDER COLLEGE,36.81405048,-94.36672075,0
CROWLEY'S RIDGE COLLEGE,36.066239,-90.58482,0
CROWLEY'S RIDGE TECHNICAL INSTITUTE,35.04241155,-90.76812603,0
CROWN COLLEGE,44.885372,-93.743015,0
CRU INSTITUTE OF COSMETOLOGY AND BARBERING,33.79005421,-118.0292186,0
CUESTA COLLEGE,35.329859,-120.741624,0
CULINARY INSTITUTE INC,29.82362278,-95.37863301,0
CULINARY INSTITUTE OF AMERICA,41.74580859,-73.93322499,0
CULINARY TECH CENTER,40.75417469,-73.99897233,0
CULPEPER COSMETOLOGY TRAINING CENTER,38.47147226,-77.99497752,0
CULVER-STOCKTON COLLEGE,40.12999095,-91.52708112,0
CUMBERLAND COUNTY COLLEGE,39.43906282,-75.05698291,0
CUMBERLAND UNIVERSITY,36.20409727,-86.29995047,0
CUNY BERNARD M BARUCH COLLEGE,40.74023821,-73.98341701,0
CUNY BOROUGH OF MANHATTAN COMMUNITY COLLEGE,40.7187896,-74.01182622,0
CUNY BRONX COMMUNITY COLLEGE,40.8569994,-73.91305421,0
CUNY BROOKLYN COLLEGE,40.63191166,-73.9531199,0
CUNY CITY COLLEGE,40.81979371,-73.95055032,0
CUNY GRADUATE SCHOOL AND UNIVERSITY CENTER,40.74850338,-73.98357464,0
CUNY HOSTOS COMMUNITY COLLEGE,40.81760119,-73.92736297,0
CUNY HUNTER COLLEGE,40.76866874,-73.96479536,0
CUNY JOHN JAY COLLEGE OF CRIMINAL JUSTICE,40.77034615,-73.98840265,0
CUNY KINGSBOROUGH COMMUNITY COLLEGE,40.57644583,-73.93477875,0
CUNY LAGUARDIA COMMUNITY COLLEGE,40.74450023,-73.93505738,0
CUNY LEHMAN COLLEGE,40.873928,-73.894627,0
CUNY MEDGAR EVERS COLLEGE,40.66625603,-73.95707568,0
CUNY NEW YORK CITY COLLEGE OF TECHNOLOGY,40.69548345,-73.98785622,0
CUNY QUEENS COLLEGE,40.737771,-73.815387,0
CUNY QUEENSBOROUGH COMMUNITY COLLEGE,40.754858,-73.754548,0
CUNY SCHOOL OF LAW,40.74784089,-73.94375954,0
CUNY SYSTEM OFFICE,40.750855,-73.973595,0
CUNY YORK COLLEGE,40.702661,-73.794586,0
CURRY COLLEGE,42.24059697,-71.11419757,0
CURTIS INSTITUTE OF MUSIC,39.94857108,-75.17094965,0
CURVE METRIC SCHOOL OF HAIR DESIGN,41.93767752,-87.81872839,0
CUTTING EDGE ACADEMY,40.86879969,-74.64477633,0
CUYAHOGA COMMUNITY COLLEGE DISTRICT,41.49398066,-81.66963962,0
CUYAHOGA VALLEY CAREER CENTER,41.34455483,-81.62537473,0
CUYAMACA COLLEGE,32.74292887,-116.9406454,0
CVPH MEDICAL CENTER SCHOOL OF RADIOLOGIC TECHNOLOGY,44.69992898,-73.46959672,0
CYBERTEX INSTITUTE OF TECHNOLOGY,30.3243847,-97.70314534,0
CYPRESS COLLEGE,33.8276249,-118.0238891,0
D & L ACADEMY OF HAIR DESIGN,42.54962023,-114.4614707,0
D A DORSEY TECHNICAL COLLEGE,25.83958167,-80.225725,0
D'JAY'S INSTITUTE OF COSMETOLOGY AND ESTHIOLOGY,30.46223224,-91.07156802,0
D'MART INSTITUTE,18.18415,-66.295454,0
D'YOUVILLE COLLEGE,42.90256638,-78.8908092,0
DABNEY S LANCASTER COMMUNITY COLLEGE,37.812546,-79.85179,0
DAEMEN COLLEGE,42.96502406,-78.7890245,0
DAKOTA COLLEGE AT BOTTINEAU,48.8325052,-100.4411026,0
DAKOTA COUNTY TECHNICAL COLLEGE,44.73746563,-93.07797186,0
DAKOTA STATE UNIVERSITY,44.01270952,-97.11072268,0
DAKOTA WESLEYAN UNIVERSITY,43.6959952,-98.03056606,0
DALLAS BAPTIST UNIVERSITY,32.71010015,-96.94699381,0
DALLAS BARBER & STYLIST COLLEGE,32.90989715,-96.73701659,0
DALLAS CHRISTIAN COLLEGE,32.91369796,-96.88712412,0
DALLAS COUNTY COMMUNITY COLLEGE DISTRICT,32.766304,-96.794074,0
DALLAS INSTITUTE OF FUNERAL SERVICE,32.77137403,-96.68341191,0
